timestamp,slotA,slotB
344286,24655,125987
344297,24696,125898
344308,24934,125849
344319,24731,125747
344331,24923,125590
344342,24921,125418
344353,24859,125251
344364,25301,125028
344375,25221,125028
344387,25275,124895
344398,25287,124723
344409,25198,124876
344420,25144,124522
344431,25304,124563
344442,25470,124488
344454,25701,123851
344465,25645,124533
344476,25727,124210
344487,25583,124280
344498,25500,124916
344509,25347,126592
344521,25253,128843
344532,25198,131095
344543,25405,132039
344554,24886,132393
344565,25324,132196
344576,25399,132338
344588,25402,131781
344599,25549,131117
344610,25810,130625
344621,25746,129681
344632,25676,128476
344643,25777,127434
344655,26125,126737
344666,26033,126098
344677,26222,125556
344688,26343,125099
344700,26653,124468
344711,26540,124630
344722,26430,124250
344733,26699,123972
344744,26452,123921
344755,26547,123628
344767,26693,123541
344778,26735,123332
344789,26869,123042
344800,26865,123093
344811,26962,122954
344822,26960,122697
344833,26903,122545
344845,27121,122416
344856,27107,122350
344867,27001,122319
344878,27416,122234
344889,27100,121953
344900,27278,122066
344912,27396,121904
344923,27383,121806
344934,27463,121659
344945,27676,121623
344956,27826,121385
344968,27700,121427
344979,27753,121461
344990,27845,121235
345001,27921,121455
345012,27764,121222
345024,27991,121316
345040,28046,120994
345046,28176,121176
345057,28112,121136
345068,27855,121582
345079,27883,122790
345091,27623,125473
345102,27275,128030
345113,27508,129691
345124,27708,130359
345140,27372,130823
345146,27597,131070
345158,27598,130888
345169,27664,130241
345180,27687,129668
345191,27951,128985
345202,28131,127560
345213,28180,126528
345224,28439,125245
345240,28373,124252
345247,28499,123410
345258,28601,122773
345269,28667,122201
345280,28567,121968
345292,28598,121811
345303,28622,121740
345314,28806,121511
345325,28949,121369
345339,29025,121296
345347,28983,120998
345359,29054,120967
345370,29493,120784
345381,29030,120617
345392,29380,120590
345403,29182,120771
345415,29165,120492
345426,29563,120448
345440,29272,120342
345448,29525,120376
345459,29587,120039
345470,29592,120073
345482,29803,120244
345493,29383,120187
345504,29745,119679
345515,29822,119835
345526,29919,119812
345539,29664,119543
345549,29805,119635
345560,29715,119609
345571,29889,119435
345582,30084,119224
345593,29923,119469
345604,30143,119420
345616,30266,119241
345627,30127,119432
345640,30040,119923
345649,30276,122078
345660,29713,126039
345671,29436,128875
345683,29346,130576
345694,29477,131997
345705,29154,132771
345716,29217,133806
345727,29071,134102
345739,28739,133658
345750,29590,132886
345761,29255,132638
345772,28969,131509
345783,29291,130557
345794,29470,129619
345805,29295,128654
345817,29332,127445
345828,29767,126298
345840,29653,124972
345850,30123,123748
345861,30081,122884
345873,30061,122169
345884,30391,121813
345895,30505,121333
345906,30465,121388
345917,30477,120913
345928,30352,120870
345940,30643,120472
345951,30679,120530
345962,30498,120632
345973,30381,120422
345984,30640,120310
345995,30656,120263
346007,30877,119961
346018,31035,119904
346029,31044,119891
346040,30710,119530
346051,31113,119242
346062,31248,119449
346074,31064,119143
346085,31133,119127
346096,31292,119016
346107,31242,118795
346118,31278,118854
346129,31698,119088
346141,31346,118600
346152,31490,118419
346163,31639,118494
346174,31445,118399
346185,31729,118316
346196,31727,118407
346208,31513,118170
346219,31602,118362
346230,31576,118683
346241,31745,120222
346252,31335,123754
346263,30904,127297
346275,30660,129772
346286,30709,131570
346297,30494,133226
346308,30095,134810
346319,29833,135217
346331,29730,135051
346342,29831,134573
346353,30171,133760
346364,30394,132946
346375,30176,131954
346386,30257,131037
346398,30406,129860
346409,30477,129140
346420,30540,128384
346431,30733,127065
346442,31044,125639
346453,30970,124384
346465,31100,123558
346476,31373,122608
346487,31369,122272
346498,31523,121675
346509,31633,121427
346521,31603,120771
346532,31472,120716
346543,31577,120713
346554,31594,120682
346565,31757,120391
346576,31695,120347
346588,31682,120268
346599,31659,120303
346610,31792,119946
346621,31865,119992
346632,31673,119804
346643,31897,119438
346655,32005,119375
346666,32131,119242
346677,32167,118928
346688,32201,118774
346699,32444,118522
346710,32323,118353
346721,32585,118484
346733,32478,118032
346744,32439,118061
346755,32735,117730
346766,32793,117649
346777,32701,117819
346788,32536,117506
346800,32742,117325
346811,32834,117123
346822,32751,117359
346833,32986,117147
346844,33023,117055
346856,32852,117339
346867,32598,118753
346878,32367,121569
346889,32087,125679
346900,31983,128631
346911,31858,130877
346923,31527,132922
346934,30932,134441
346945,30758,135449
346956,30727,135251
346967,30652,134458
346978,31017,134059
346989,30800,133073
347001,30930,132231
347012,31693,131130
347023,31385,130445
347034,31139,129072
347045,31324,128175
347057,31481,126880
347068,31787,125790
347079,31944,124713
347090,31769,123392
347101,32071,122494
347112,32244,121904
347124,32276,121540
347140,32355,121159
347146,32461,120909
347157,32537,120736
347168,32281,120474
347179,32379,120748
347191,32569,120484
347202,32473,120398
347213,32694,120528
347224,32436,120413
347240,32420,120204
347246,32608,120112
347258,32720,119952
347269,32584,119541
347280,32499,119400
347291,32921,118963
347302,32739,118779
347313,32636,118996
347325,32956,118312
347339,33014,118159
347347,32943,117959
347358,33511,117750
347369,33284,117569
347380,33162,117433
347392,33209,117283
347403,33358,117120
347414,33621,117284
347425,33455,116876
347440,33577,116763
347447,33780,116686
347459,33692,116502
347470,33520,116438
347481,33593,116482
347492,33879,116402
347503,33769,116429
347514,33467,117897
347526,33096,120640
347540,32879,124937
347548,32815,127756
347559,32306,130164
347570,32178,132697
347581,31876,134397
347593,31417,135253
347604,31021,135323
347615,31338,134687
347626,31155,133935
347640,31482,132858
347648,31479,132072
347660,31532,131040
347671,31878,129929
347682,32002,128919
347693,31776,127885
347704,32165,126615
347716,32292,125523
347727,32309,124315
347740,32770,123104
347749,32720,122178
347760,32910,121471
347771,33029,121031
347783,33248,120798
347794,32950,120690
347805,32876,120394
347816,33031,120499
347827,33159,120427
347840,33283,120430
347849,33002,120569
347861,33192,120751
347872,33231,120340
347883,33174,120637
347894,33067,120529
347905,33020,120606
347917,33145,120251
347928,33291,119950
347940,33576,119726
347950,33275,119553
347961,33418,119120
347972,33567,118873
347984,33792,118478
347995,33828,118149
348006,33793,117805
348017,33849,117609
348028,34016,117764
348040,34176,117200
348051,34089,116888
348062,34134,116813
348073,34197,116486
348084,34210,116614
348095,34264,116267
348106,34454,116351
348118,34480,116096
348129,34473,116349
348140,34224,116225
348151,34267,117212
348162,34030,119337
348173,33634,122595
348185,33345,126521
348196,33194,129431
348207,32792,131982
348218,32061,134049
348229,31950,135046
348240,31566,135052
348252,31940,134752
348263,31835,134017
348274,31876,133101
348285,32091,132255
348296,32102,131044
348307,32311,129923
348318,32249,129051
348330,32421,127848
348341,32641,126838
348352,32827,125472
348363,32683,124107
348374,33202,122799
348386,33242,121874
348397,33408,121262
348408,33252,120799
348419,33496,120500
348430,33810,120026
348441,33688,119753
348453,33955,119652
348464,33493,119768
348475,33843,119858
348486,33776,119902
348497,33786,120011
348508,33477,120237
348519,33694,120271
348531,33814,120152
348542,33844,119903
348553,33924,119877
348564,33989,119495
348575,34163,119096
348586,34176,118775
348598,34138,118430
348609,34223,118306
348620,34239,118065
348631,34159,117650
348642,34349,117429
348653,34391,117107
348665,34504,116981
348676,34535,116688
348687,34709,116826
348698,34773,116394
348709,34670,116207
348721,35026,115895
348732,34570,115926
348743,35006,115529
348754,35079,115671
348765,35222,115621
348776,35128,115653
348788,34746,116570
348799,34614,119163
348810,34307,122881
348821,34081,126298
348832,33442,129641
348843,33205,132370
348855,32685,134495
348866,32305,135370
348877,32121,135481
348888,32160,134985
348899,32158,134395
348910,31984,133760
348922,32260,132701
348933,32370,131943
348944,32406,130701
348955,32456,129913
348966,32646,128597
348977,32941,127468
348989,33036,126219
349000,33196,125190
349011,33491,123899
349022,33590,122991
349033,33877,121924
349044,33851,121365
349056,33904,120933
349067,33876,120324
349078,34211,120311
349089,34083,119867
349100,34035,120230
349111,34096,120524
349123,34218,120167
349134,33964,120546
349145,34210,120331
349156,34034,120349
349167,34106,120495
349178,34527,120284
349190,34285,120042
349201,34208,120073
349212,34360,119644
349223,34297,119332
349234,34551,119066
349245,34483,118588
349257,34512,118174
349268,34670,117713
349279,34764,117579
349290,34906,117178
349301,35032,117108
349312,35097,116422
349324,35022,116593
349340,35305,116254
349346,35148,116166
349357,35239,115859
349368,35291,115920
349379,35490,115531
349391,35460,115594
349402,35616,115466
349413,35394,115266
349424,35500,115177
349439,35509,115212
349446,35538,115688
349457,35084,117980
349469,34700,121512
349480,34268,125546
349491,34327,129019
349502,33697,131897
349513,33226,134185
349524,32828,135247
349540,32535,135282
349547,32528,135120
349558,32250,134617
349569,32519,133748
349580,32547,132689
349591,32538,131709
349603,32838,130769
349614,32923,129623
349625,33237,128546
349640,33486,127449
349647,33358,126406
349659,33517,125484
349670,33686,124251
349681,33931,123044
349692,34005,122147
349703,34229,121379
349714,34244,121008
349725,34385,120555
349740,34347,120075
349748,34647,120246
349759,34557,120182
349770,34652,120164
349781,34623,120272
349792,34801,120376
349804,34837,120439
349815,34487,120642
349826,34720,120576
349840,34387,120617
349848,34719,120513
349859,34858,120389
349871,34732,120472
349882,35055,120267
349893,34934,119485
349904,34777,119265
349915,34828,118916
349926,35123,118534
349940,35279,118417
349949,35242,117799
349960,35316,117426
349971,35510,117174
349982,35452,117182
349993,35371,116794
350004,35564,116626
350016,35754,116294
350027,35920,115981
350040,35911,115787
350049,35880,115745
350060,35946,115447
350071,36041,115141
350083,36260,115359
350094,36045,115183
350105,36242,115170
350116,36029,115775
350127,35527,118066
350140,35087,121857
350150,34820,125402
350161,34747,129011
350172,34005,132025
350183,33403,134039
350194,33104,135011
350205,33002,134897
350217,32948,134693
350228,32900,134588
350240,33130,133241
350250,33155,132504
350261,32945,131466
350272,33110,130636
350284,33278,129446
350295,33730,128534
350306,33824,127246
350317,33851,126048
350328,33924,124882
350339,34072,123742
350351,34311,122254
350362,34543,121943
350373,34796,121072
350384,34787,120414
350395,34868,120090
350406,34803,119826
350418,35082,119495
350429,34985,119463
350440,34950,119695
350451,35105,119753
350462,35178,119948
350473,35148,120067
350485,35162,120258
350496,35002,120216
350507,35208,120340
350518,35127,120029
350529,35098,119931
350540,35428,119799
350552,35522,119674
350563,35345,119316
350574,35591,118835
350585,35359,118654
350596,35586,118359
350607,35462,117800
350619,35714,117216
350630,35802,116823
350641,35979,116784
350652,36015,116348
350663,35965,116249
350674,36194,115938
350685,36047,115660
350697,36074,115742
350708,36303,115274
350719,36308,115092
350730,36483,115053
350741,36601,114753
350752,36355,114773
350764,36692,114579
350775,36595,114713
350786,36404,115474
350797,35869,117351
350808,35634,121045
350820,35535,124351
350831,35317,128048
350842,34529,131260
350853,33901,132841
350864,33784,133911
350875,33497,134140
350886,33220,133694
350898,33141,133402
350909,33381,132639
350920,33410,131668
350931,33799,131090
350942,33555,129926
350953,33854,128468
350965,33860,127358
350976,34214,126197
350987,34189,125073
350998,34564,123667
351009,35009,122364
351021,35156,121530
351032,34929,120824
351043,35258,120282
351054,35081,119761
351065,35316,119446
351076,35558,119244
351087,35483,119278
351099,35479,119295
351110,35395,119573
351121,35379,119692
351132,35318,119833
351143,35467,120121
351154,35606,120180
351166,35525,120381
351177,35552,120111
351188,35684,120300
351199,35782,120043
351210,35601,120099
351221,35723,119884
351233,35679,119407
351244,35912,119212
351255,35801,118897
351266,35825,118528
351277,35963,118045
351288,35763,117598
351299,36181,117235
351311,36400,116817
351322,36312,116453
351333,36301,116246
351344,36246,116026
351355,36574,115837
351366,36637,115546
351378,36877,115299
351389,36724,115155
351400,36676,114919
351411,36671,114850
351422,36775,115364
351433,36461,116841
351445,35913,119753
351456,35739,123159
351467,35613,126678
351478,35174,130301
351489,34188,132434
351500,33848,133842
351512,33313,134178
351523,33709,134048
351534,33511,133525
351545,33370,132908
351556,33416,132411
351567,33604,131400
351579,33599,130550
351590,34088,129434
351601,34119,128433
351612,34409,127202
351623,34403,126308
351640,34640,124948
351646,34559,123738
351657,35038,122442
351668,35037,121519
351679,35189,120822
351690,35238,120403
351701,35395,120209
351713,35566,119745
351724,35518,119577
351740,35487,119618
351746,35446,119966
351757,35566,119942
351768,35436,120133
351780,35579,120163
351791,35576,120470
351802,35128,120576
351813,35367,120475
351824,35572,120512
351840,35685,120352
351846,35551,120474
351858,35657,120004
351869,35726,119927
351880,35590,119426
351891,36039,118814
351902,35968,118365
351914,36025,118227
351925,36046,117781
351940,36010,117426
351947,36245,117449
351958,36289,116864
351969,36204,116537
351980,36573,116126
351992,36487,116027
352003,36638,115631
352014,36735,115276
352025,36751,115115
352040,36738,114865
352047,36611,114610
352059,36815,115032
352070,36636,116183
352081,36000,119536
352092,36038,122804
352103,35609,126912
352114,35174,130932
352126,34319,133062
352140,33637,134824
352148,33354,135126
352159,33156,135283
352170,32958,134689
352181,32861,134370
352193,33271,133548
352204,33099,132763
352215,33146,132421
352226,33229,131591
352240,33311,130665
352248,33456,129834
352260,33522,128916
352271,33802,127751
352282,33749,127302
352293,33872,126208
352304,34326,125225
352315,34212,124616
352327,34279,123895
352340,34604,123462
352349,34629,123260
352360,34678,123116
352371,34970,123007
352382,34748,123292
352393,34651,123289
352405,34671,123614
352416,34646,123757
352427,34973,123902
352439,34886,124203
352449,34873,123907
352460,34924,123952
352472,34683,123896
352483,34745,123522
352494,34859,123212
352505,34786,122926
352516,34958,122568
352527,35022,122156
352540,35071,121910
352550,35224,121467
352561,35053,121069
352572,35258,120807
352583,35406,120235
352594,35465,120002
352606,35482,119364
352617,35455,118899
352628,35712,118434
352640,35804,118176
352650,35820,117798
352661,35918,117237
352673,35970,117150
352684,35970,116865
352695,35836,117290
352706,35649,119060
352717,35413,122066
352728,35081,125535
352740,34947,129485
352751,33990,132272
352762,33616,134240
352773,33075,135173
352784,32667,135388
352795,32669,135233
352806,32799,134642
352818,32722,134233
352829,32760,133417
352840,32673,132683
352851,32747,132000
352862,33140,131088
352873,32959,130222
352885,33111,129350
352896,33071,128500
352907,33522,127388
352918,33744,126230
352929,33822,125373
352940,33767,124520
352952,33741,123617
352963,34174,122995
352974,34158,122616
352985,34301,122542
352996,34355,122336
353007,34407,122479
353019,34391,122258
353030,34549,122423
353041,34506,122738
353052,34663,122579
353063,34425,123079
353074,34504,123154
353086,34489,123359
353097,34760,123311
353108,34598,123161
353119,34684,122828
353130,34755,122701
353142,34734,122136
353153,34802,121858
353164,34729,121642
353175,34790,121224
353186,35009,120996
353197,34857,120457
353208,35101,120469
353220,35212,119838
353231,35511,119291
353242,35369,119134
353253,35417,118701
353264,35283,118432
353275,35384,118032
353287,35293,117921
353298,35727,117489
353309,35527,117205
353320,35749,117141
353331,35706,118030
353342,35528,120057
353354,35183,122668
353365,34798,126696
353376,34571,130435
353387,33563,133023
353398,33040,134974
353409,32627,135588
353420,32353,135782
353432,32331,135490
353443,32405,135070
353454,32259,134677
353465,32282,133979
353476,32593,133134
353487,32341,132698
353499,32576,131977
353510,32653,130959
353521,32828,130391
353532,33050,129266
353543,33028,128283
353554,33267,127295
353566,33467,126573
353577,33628,125501
353588,33744,125189
353599,33739,124778
353610,33798,124980
353621,33823,124558
353633,33818,124844
353644,33964,125037
353655,33877,125355
353666,33762,125881
353677,33848,126314
353688,33912,126689
353700,33666,126850
353711,33733,126985
353722,33626,127157
353733,33569,127076
353744,33739,127074
353755,33721,126641
353767,33554,126485
353778,33848,126084
353789,33736,125777
353800,34002,125513
353811,33992,125269
353822,34027,124676
353833,34097,124390
353845,34156,123773
353856,34242,123284
353867,34251,122787
353878,34389,122239
353889,34542,121776
353900,34700,121321
353912,34751,121225
353923,34677,120990
353934,34763,121479
353945,34784,122763
353956,34534,125648
353968,34034,129405
353979,33389,132424
353990,32759,134870
354001,32381,136211
354012,32136,136808
354023,31883,136805
354040,31805,136788
354046,31768,136538
354057,31689,136288
354068,31690,136017
354079,31604,135332
354090,31442,134713
354101,31894,133729
354113,31764,133139
354124,32042,132305
354140,32072,131762
354146,32156,130791
354157,32383,130256
354168,32271,129701
354180,32472,129235
354191,32457,129134
354202,32445,128980
354213,32515,128875
354224,32640,129255
354240,32514,129580
354246,32557,129934
354258,32278,130478
354269,32448,130643
354280,32477,130955
354291,32295,131143
354302,32287,131301
354314,32316,131315
354325,32236,131194
354340,32297,131009
354347,32154,130848
354358,32300,130772
354369,32318,130543
354381,32232,130493
354392,32124,130104
354403,32299,129866
354414,32377,129642
354425,32519,129348
354440,32506,129256
354447,32568,128666
354459,32685,128512
354470,32754,128237
354481,32817,127853
354492,32815,127724
354503,32751,128028
354514,32749,129081
354526,32575,131279
354539,32257,133405
354548,31711,136117
354559,31060,137478
354570,30788,138319
354581,30641,138813
354593,30371,139032
354604,30202,139189
354615,29761,139173
354626,29536,139097
354640,29553,138835
354648,29309,138489
354659,29148,138342
354671,29481,137931
354682,29258,137333
354693,29274,136889
354704,29196,136273
354715,29228,135762
354726,29249,134715
354740,29373,133959
354749,29598,133482
354760,29505,132749
354771,29508,132217
354782,29590,132097
354793,29680,131896
354805,29706,131816
354816,29854,131379
354827,29800,131854
354839,29947,131547
354849,29444,131783
354860,29904,131824
354871,29692,131771
354883,29866,131565
354894,29890,131393
354905,29934,131178
354916,30063,130552
354927,29982,130627
354940,30274,130274
354950,30250,129874
354961,30565,129579
354972,30284,129266
354983,30409,129009
354994,30485,128489
355005,30523,128329
355017,30586,127756
355028,30789,127291
355039,30921,126845
355050,30861,126497
355061,31036,125883
355072,31232,125656
355084,31121,125665
355095,31102,126421
355106,31051,128003
355117,30625,130907
355128,30317,134020
355140,29871,137065
355150,29273,138619
355162,28825,139275
355173,28656,139653
355184,28510,139652
355195,28284,139564
355206,27890,139163
355217,28106,139049
355229,27860,138584
355240,28044,138133
355251,28043,137641
355262,27990,137066
355273,28201,136278
355284,28081,135453
355296,28050,134332
355307,28249,133345
355318,28585,132477
355329,28848,131668
355340,28741,131220
355351,28744,130918
355363,28924,130511
355374,28850,130233
355385,28969,130041
355396,29008,130174
355407,29098,130234
355418,29113,130075
355430,28908,130250
355441,29287,130450
355452,29201,130535
355463,29179,130554
355474,29191,130704
355485,29210,130405
355497,29303,130377
355508,29224,130328
355519,29347,130126
355530,29249,129984
355541,29360,129572
355552,29507,129243
355563,29652,128925
355575,29717,128487
355586,29826,128080
355597,29883,127745
355608,29912,127385
355619,29991,126936
355630,30034,126784
355642,30186,126047
355653,30190,125667
355664,30347,125195
355675,30160,124901
355686,30681,124706
355697,30696,124208
355709,30560,124484
355720,30587,125632
355731,30451,128155
355742,30052,131347
355753,29567,135037
355764,28772,137871
355776,28323,139081
355787,28162,139681
355798,28037,139908
355809,27626,139767
355820,27700,139735
355831,27806,139466
355843,27595,139059
355854,27599,138520
355865,27504,137844
355876,27476,137121
355887,27783,136279
355898,27975,135277
355909,27930,134435
355921,28018,133535
355932,27948,132750
355943,28257,131925
355954,28454,131261
355965,28838,131312
355976,28479,130617
355988,28547,130462
355999,28820,130183
356010,28694,130201
356021,28938,130167
356032,28798,130535
356043,28761,130664
356055,28960,131025
356066,28877,131256
356077,28925,131144
356088,28755,131312
356099,28989,131391
356110,28822,131186
356122,28840,131155
356133,28999,130851
356144,28853,130638
356155,29010,130444
