timestamp,slotA,slotB
286184,91560,91557
286190,91516,91856
286195,91844,91851
286201,91880,91689
286207,91972,91769
286212,91951,91931
286217,92036,92075
286223,92114,92067
286229,92356,92405
286234,92122,92283
286240,92299,92318
286246,92563,92413
286251,92509,92465
286257,92529,92682
286262,92730,92593
286268,92751,92791
286273,92757,92903
286279,93143,93027
286285,93100,92965
286290,93052,93079
286296,93167,93055
286301,93283,93273
286307,93399,93509
286312,93403,93481
286318,93633,93429
286324,93696,93534
286329,93730,93475
286335,93661,93827
286340,93805,93881
286346,93742,93807
286351,94013,93898
286357,94265,93934
286363,94229,94079
286368,94330,94127
286374,94421,94238
286379,94299,94219
286385,94489,94558
286390,94593,94583
286396,94821,94432
286407,94699,94608
286407,94842,94639
286413,94901,94717
286418,94935,94880
286424,94915,94833
286430,95124,94878
286435,95290,95092
286441,95163,95139
286446,95296,95322
286452,95304,95194
286457,95332,95225
286463,95420,95583
286469,95677,95494
286474,95667,95505
286480,95801,95772
286485,95806,95815
286491,95933,96016
286496,96049,96017
286507,96171,96224
286508,96175,96208
286513,96373,96406
286519,96580,96338
286524,96599,96365
286530,96550,96675
286535,96541,96450
286541,96602,96748
286547,96959,97006
286552,96801,96887
286558,96870,96872
286564,96921,96789
286569,96936,96888
286575,96790,97046
286580,96753,96784
286586,96468,96755
286591,96520,96602
286597,96348,96415
286607,96093,96013
286608,96039,95709
286614,95505,95481
286619,95185,95326
286625,95004,95023
286630,94651,94677
286636,94193,94151
286641,93919,93856
286647,93564,93523
286653,93327,93309
286658,92950,92862
286664,92685,92695
286670,92315,92389
286675,92233,92097
286680,91997,91805
286686,91737,91554
286692,91544,91496
286697,91543,91408
286707,91242,91217
286708,91147,91302
286714,91032,90906
286720,91047,90869
286725,90952,90701
286731,90762,90616
286736,90602,90641
286742,90613,90514
286748,90522,90454
286753,90386,90466
286759,90357,90258
286764,90235,90067
286770,90152,90303
286775,90211,90143
286781,90021,90102
286787,89896,90090
286792,89953,90000
286798,89878,89865
286807,89810,89733
286809,89876,89674
286815,89838,89798
286820,89720,89800
286826,89702,89714
286831,89778,89744
286837,89677,89828
286842,89853,89791
286848,89755,89836
286854,89736,89791
286859,89688,89590
286865,89936,89971
286870,89972,89911
286876,89876,89859
286881,90026,89915
286887,90055,89970
286893,89995,90074
286898,89949,90061
286907,90000,90026
286909,90043,90083
286915,90381,90071
286921,90213,90105
286926,90100,90079
286932,90225,90158
286937,90232,90203
286943,90331,90215
286948,90347,90395
286954,90220,90322
286960,90395,90339
286965,90428,90244
286971,90231,90392
286976,90316,90382
286982,90403,90408
286987,90507,90306
286993,90548,90399
286999,90507,90441
287007,90446,90448
287010,90578,90507
287015,90565,90477
287021,90628,90547
287026,90749,90677
287032,90750,90576
287038,90791,90809
287043,90926,90669
287049,90919,90820
287054,90904,91166
287060,91058,91005
287065,91058,90988
287071,91103,91253
287077,91216,91078
287082,91359,91395
287088,91405,91339
287094,91451,91562
287099,91540,91546
287107,91711,91597
287110,91782,91733
287116,91840,91678
287121,92031,91899
287127,92072,91954
287132,92185,92119
287138,92118,92457
287144,92390,92296
287149,92329,92338
287155,92730,92311
287160,92577,92519
287166,92699,92746
287172,92681,92679
287177,92789,92828
287183,92895,92701
287188,92985,93036
287194,93190,93050
287199,93192,93159
287207,93190,93113
287211,93244,93349
287216,93470,93276
287222,93541,93491
287227,93576,93389
287233,93728,93525
287239,93732,93562
287244,93778,93900
287250,93838,94002
287255,93976,94069
287261,94223,94053
287266,94158,94226
287272,94300,94279
287278,94339,94296
287283,94461,94425
287289,94370,94435
287294,94610,94779
287300,94789,94521
287307,94908,94805
287311,95000,94887
287317,94936,94844
287322,95015,95168
287328,95324,95158
287333,95146,95391
287339,95309,95351
287345,95508,95382
287350,95462,95380
287356,95590,95552
287361,95637,95799
287367,95696,95775
287372,95892,95846
287378,95881,95962
287384,96100,95950
287389,96072,96089
287395,96235,96149
287400,96268,96314
287407,96432,96308
287411,96486,96332
287417,96558,96361
287423,96675,96427
287428,96548,96680
287434,96681,96635
287439,96756,96726
287445,96942,96953
287451,97145,96926
287456,97075,97155
287462,97183,97039
287467,97085,97298
287473,97373,97300
287478,97518,97375
287484,97623,97467
287490,97770,97555
287495,97761,97774
287501,97873,97727
287507,97804,97843
287512,98114,98062
287517,98124,98065
287523,98226,98360
287529,98317,98217
287534,98303,98254
287540,98273,98340
287545,98311,98388
287551,98257,98281
287556,98302,98229
287562,98141,98149
287568,97971,97947
287573,97835,97638
287579,97706,97526
287584,97317,97339
287590,97116,97113
287596,96841,96621
287601,96459,96252
287607,96076,96037
287612,95698,95440
287618,95311,95400
287623,94893,94818
287629,94604,94540
287635,94443,94193
287640,94026,93849
287646,93799,93689
287651,93549,93339
287657,93130,93369
287663,92944,92999
287668,92876,92865
287674,92731,92619
287679,92529,92318
287685,92263,92297
287690,92254,92207
287696,91990,92170
287707,92017,91910
287707,92004,91911
287713,91827,91807
287718,91772,91619
287724,91649,91675
287730,91540,91565
287735,91537,91654
287741,91365,91418
287746,91401,91298
287752,91241,91123
287757,91190,91140
287763,91075,90928
287769,91153,91080
287774,91036,90836
287780,90853,90693
287785,90905,90824
287791,90798,90835
287796,90659,90608
287807,90748,90779
287808,90586,90862
287813,90721,90679
287819,90765,90717
287824,90761,90746
287830,90786,90825
287835,90765,90715
287841,90888,90834
287847,90920,90891
287852,91013,90874
287858,91174,90779
287863,90998,91000
287869,91083,91043
287874,91055,91162
287880,91174,91072
287886,91052,91177
287891,91111,90990
287897,91167,91234
287907,91157,90986
287908,91235,91103
287914,91090,91035
287919,91059,91034
287925,91265,91139
287930,91348,91059
287936,91249,91166
287941,91322,91113
287947,91241,91269
287953,91292,91354
287958,91445,91303
287964,91464,91211
287969,91385,91208
287975,91377,91217
287980,91328,91394
287986,91633,91391
287992,91549,91495
287997,91549,91543
288007,91655,91490
288008,91734,91616
288014,91636,91647
288020,91797,91779
288025,91747,91662
288031,91895,91862
288036,91992,91719
288042,92031,92027
288047,92111,91969
288053,92024,92100
288059,92118,92274
288064,92298,92308
288070,92515,92430
288075,92615,92480
288081,92708,92620
288086,92486,92634
288092,92802,92890
288098,92842,92781
288107,93054,93088
288109,93116,93078
288114,93121,93015
288120,93317,93201
288126,93212,93217
288131,93267,93279
288137,93216,93373
288142,93495,93411
288148,93510,93626
288153,93674,93588
288159,93616,93705
288165,93606,93653
288170,93711,93753
288176,93883,93779
288181,93924,93869
288187,93957,94127
288193,94206,94008
288198,94237,94148
288207,94214,94191
288209,94280,94294
288215,94365,94479
288220,94497,94698
288226,94730,94709
288232,94773,94482
288237,94851,94654
288243,94836,94798
288248,95054,94847
288254,95016,95054
288260,95085,95072
288265,95247,95163
288271,95310,95155
288276,95449,95295
288282,95498,95360
288287,95385,95461
288293,95502,95620
288299,95608,95597
288307,95684,95598
288310,95678,95600
288315,95895,95773
288321,96021,95882
288326,95975,95883
288332,96089,95950
288338,96128,96081
288343,96160,96292
288349,96284,96385
288354,96518,96277
288360,96389,96377
288365,96648,96484
288371,96630,96627
288377,96560,96545
288382,96722,96726
288388,96966,96853
288393,96951,96781
288399,96948,96971
288407,96959,96920
288410,97058,97088
288416,97289,97113
288421,97282,97231
288427,97393,97271
288432,97498,97461
288438,97656,97314
288444,97561,97619
288449,97763,97811
288455,97777,97738
288460,97694,97846
288466,97950,97978
288471,98050,97951
288477,98043,98102
288483,98248,98305
288488,98421,98468
288494,98467,98468
288499,98482,98535
288507,98808,98633
288511,98852,98694
288516,98791,98722
288522,98758,98901
288527,98839,98758
288533,98934,98714
288538,98879,98852
288544,98747,98589
288550,98589,98529
288555,98385,98499
288561,98119,98184
288566,98015,97997
288572,97668,97853
288577,97430,97358
288583,97112,97060
288589,96805,96659
288594,96399,96399
288600,95969,96197
288606,95699,95672
288611,95454,95333
288616,95161,95131
288622,94713,94752
288628,94316,94361
288633,94111,94003
288639,93796,93842
288644,93611,93707
288650,93204,93387
288656,93162,93135
288661,92991,93074
288667,92765,92843
288672,92691,92695
288678,92705,92548
288684,92518,92535
288689,92600,92517
288695,92216,92402
288700,92272,92239
288707,92148,92249
288711,92264,91882
288717,92012,91889
288722,91947,91824
288728,91639,91813
288734,91816,91822
288739,91701,91667
288745,91607,91533
288751,91582,91560
288756,91499,91241
288762,91447,91269
288767,91332,91552
288773,91430,91330
288778,91196,91396
288784,91322,91216
288790,91298,91281
288795,91317,91330
288801,91292,91136
288807,91235,91304
288812,91269,91466
288817,91336,91324
288823,91450,91372
288829,91598,91330
288834,91446,91292
288840,91569,91638
288845,91682,91450
288851,91755,91640
288856,91510,91663
288862,91634,91692
288868,91755,91643
288873,91728,91654
288879,91589,91640
288884,91550,91670
288890,91673,91704
288895,91640,91827
288901,91704,91696
288907,91773,91559
288912,91818,91720
288918,91751,91587
288923,91795,91753
288929,91780,91637
288935,91820,91784
288940,91851,91689
288946,91856,91622
288951,91770,91711
288957,91883,91921
288962,91755,91904
288968,91937,92065
288974,91923,92124
288979,92183,92138
288985,92232,92116
288990,92177,92146
288996,92355,92078
289007,92185,92430
289007,92384,92312
289013,92463,92407
289018,92516,92399
289024,92709,92602
289029,92597,92638
289035,92823,92721
289040,92734,92729
289046,92819,92925
289052,92965,93072
289057,93166,92887
289063,93128,92990
289068,93368,93131
289074,93286,93189
289079,93329,93362
289085,93380,93404
289091,93595,93392
289096,93721,93552
289107,93741,93664
289107,93942,93740
289113,93808,93952
289119,93842,94126
289124,93975,94170
289130,94154,94031
289135,94136,94293
289141,94344,94119
289147,94362,94338
289152,94460,94471
289158,94474,94536
289163,94593,94699
289169,94806,94790
289174,94820,94675
289180,94907,94774
289186,94959,94613
289191,94895,94886
289197,95132,95165
289207,95126,95166
289208,95146,95288
289214,95250,95369
289219,95469,95325
289225,95454,95461
289230,95682,95474
289236,95629,95528
289241,95734,95758
289247,95693,95745
289253,95845,95952
289258,95966,96002
289264,96101,95954
289269,95956,96051
289275,96297,96128
289280,96250,96227
289286,96415,96571
289292,96598,96383
289297,96571,96479
289307,96646,96662
289308,96725,96812
289314,96862,96871
289319,96948,97047
289325,96941,96949
289331,97123,96987
289336,97269,97080
289342,97407,97128
289347,97314,97299
289353,97320,97371
289359,97403,97393
289364,97576,97585
289370,97594,97595
289375,97671,97600
289381,97682,97797
289386,97941,97865
289392,97951,97986
289398,97905,98111
289407,98198,98141
289409,98169,98247
289414,98463,98301
289420,98466,98544
289426,98601,98476
289431,98718,98592
289437,98664,98510
289442,98849,98757
289448,99146,98837
289453,99118,98822
289459,98998,99094
289465,99235,99189
289470,99303,99341
289476,99389,99354
289481,99577,99455
289487,99453,99375
289492,99516,99641
289498,99537,99536
289507,99569,99644
289509,99484,99401
289515,99394,99441
289520,99464,99298
289526,99263,99235
289531,99235,98979
289537,98959,98828
289543,98476,98582
289548,98194,98303
289554,97978,97902
289559,97706,97540
289565,97294,97243
289570,96836,96881
289576,96616,96458
289582,96191,96247
289587,96004,96040
289593,95711,95651
289598,95325,95177
289607,95105,95097
289610,94869,94775
289615,94777,94523
289621,94436,94414
289626,94196,94309
289632,94049,94143
289637,94243,94133
289643,93950,93913
289649,93834,93738
289654,93748,93609
289660,93877,93645
289665,93463,93578
289671,93520,93497
289676,93449,93380
289682,93356,93426
289688,93308,93335
289693,93154,93239
289699,93314,93086
289707,93118,93077
289710,93019,93142
289715,92983,93103
289721,93055,92905
289727,92944,93007
289732,92783,92720
289738,92923,92761
289744,92768,92835
289749,92793,92780
289755,92917,92779
289760,92686,92714
289766,92961,92739
289771,92854,92837
289777,92765,92712
289783,92838,92944
289788,92942,92813
289794,92963,92904
289799,92933,92982
289807,93027,92970
289810,93084,92939
289816,93147,92861
289822,93056,93045
289827,93138,93236
289833,93138,93148
289838,93110,93181
289844,93164,92918
289849,93233,93136
289855,93175,93175
289861,93004,93170
289866,93184,93134
289872,93083,93179
289877,93301,93212
289883,93239,93160
289889,93301,93130
289894,93035,93289
289900,93323,93370
289906,93320,93246
289911,93494,93359
289916,93372,93258
289922,93427,93425
289928,93478,93512
289933,93496,93612
289939,93384,93441
289944,93594,93621
289950,93652,93617
289955,93743,93748
289961,93823,93442
289967,93781,93733
289972,93900,93824
289978,93734,93871
289983,93814,93910
289989,94004,93990
289994,94180,93999
290000,94038,94169
290007,94166,94029
290011,94140,94097
290017,94312,94423
290022,94462,94434
290028,94721,94300
290034,94665,94558
290039,94671,94495
290045,94675,94801
290050,94906,94832
290056,94918,94932
290061,95144,95044
290067,95311,95169
290073,95283,95247
290078,95365,95311
290084,95479,95508
290089,95357,95544
290095,95547,95654
290100,95740,95728
290107,95872,95691
290112,95859,95780
290117,95993,95776
290123,95908,96028
290128,95970,96104
290134,96023,96173
290140,96219,96206
290145,96257,96091
290151,96109,96205
290156,96508,96222
290162,96476,96416
290167,96433,96643
290173,96663,96583
290179,96559,96655
290184,96906,96630
290190,96869,96821
290195,96877,96838
290201,96867,97077
290207,97010,97152
290212,97181,97098
290218,97287,97263
290223,97295,97239
290229,97444,97450
290234,97459,97553
290240,97554,97597
290245,97537,97751
290251,97774,97694
290257,97850,97766
290262,97938,97770
290268,98099,98088
290274,97990,98007
290279,98023,98069
290285,98131,98040
290290,98315,98106
290296,98310,98272
290307,98464,98357
290307,98524,98389
290312,98447,98513
290318,98537,98521
290324,98687,98750
290329,98959,98769
290335,98941,98780
290340,99028,98885
290346,99148,99123
290352,99176,99176
290357,99253,99335
290363,99410,99402
290368,99423,99386
290374,99654,99625
290379,99790,99478
290385,99805,99708
290391,99750,99948
290396,99988,99887
290407,100124,100162
290407,100150,100326
290413,100287,100238
290419,100495,100157
290424,100482,100359
290430,100317,100365
290435,100360,100348
290441,100351,100314
290446,100322,100236
290452,100135,100157
290458,100018,99937
290463,99918,99665
290469,99538,99629
290474,99433,99330
290480,98967,99060
290485,98868,98948
290491,98535,98527
290497,98254,98084
290507,97783,97886
290508,97618,97608
290513,97239,97377
290519,96960,97172
290524,96646,96765
290530,96672,96420
290536,96435,96141
290541,96262,96004
290547,96044,95872
290552,95811,95806
290558,95672,95672
290564,95568,95587
290569,95525,95253
290575,95431,95313
290580,95138,95158
290586,95190,95094
290592,95065,95141
290597,95073,95018
290607,95049,95026
290608,95020,94949
290614,95033,94965
290619,94936,95027
290625,94984,94992
290631,94838,95046
290636,94915,94900
290642,94962,94920
290647,95024,94995
290653,94988,94819
290658,94970,94932
290664,95010,94934
290670,94987,95093
290675,95011,94990
290681,95132,95020
290686,95096,95044
290692,95094,95228
290697,95069,95198
290706,95149,95130
290709,95115,95219
290714,95226,95187
290720,95249,95238
290725,95322,95146
290731,95159,95203
290737,95222,95419
290742,95167,95358
290748,95101,95212
290753,95377,95262
290759,95308,95206
290764,95275,95268
290770,95130,95293
290776,95205,95217
290781,95107,95124
290787,95279,95144
290792,95203,95131
290798,95246,94949
290806,95114,95018
290809,95203,95235
290815,95200,95094
290820,95169,95201
290826,95175,95239
290831,95161,95246
290837,95323,95228
290843,95243,95319
290848,95444,95336
290854,95323,95275
290859,95420,95477
290865,95395,95537
290870,95572,95474
290876,95486,95560
290882,95685,95641
290887,95622,95536
290893,95694,95585
290898,95710,95716
290906,95942,95864
290910,95932,95973
290915,96008,95885
290921,96080,95888
290926,96153,96092
290932,96254,96175
290937,96258,96324
290943,96399,96442
290949,96473,96535
290954,96703,96431
290960,96866,96582
290965,96720,96692
290971,96817,96846
290976,96987,97075
290982,97049,97147
290988,97128,97244
290993,97281,97319
290999,97351,97232
291007,97312,97435
291010,97593,97389
291015,97438,97563
291021,97682,97625
291027,97680,97767
291032,97827,97882
291038,98043,97728
291043,97936,97921
291049,98052,97978
291054,97935,98129
291060,97979,98013
291066,98149,98124
291071,98155,98192
291077,98512,98234
291082,98412,98237
291088,98293,98252
291093,98483,98575
291099,98486,98660
291107,98659,98551
291110,98806,98751
291116,98780,98673
291121,98828,98719
291127,99005,98745
291133,98953,98963
291138,99053,99069
291144,99176,99091
291149,99094,99144
291155,99245,99121
291160,99332,99075
291166,99179,99283
291172,99433,99237
291177,99458,99401
291183,99470,99621
291188,99470,99557
291194,99808,99768
291200,99863,99811
291207,100019,99874
291211,99911,99926
291216,100084,99963
291222,100004,100130
291228,100117,100183
291233,100219,100297
291239,100460,100404
291244,100581,100409
291250,100603,100588
291255,100682,100612
291261,100774,100717
291267,100698,100805
291272,100801,100794
291278,100816,100828
291283,100993,100857
291289,100902,100815
291294,100781,100998
291300,100898,100661
291307,100573,100658
291311,100566,100419
291317,100259,100306
291322,100096,100154
291328,99977,99915
291333,99563,99557
291339,99243,99062
291345,98951,98949
291350,98561,98569
291356,98297,98346
291361,98136,98043
291367,97987,97855
291372,97542,97535
291378,97221,97133
291384,97047,97025
291389,96885,96835
291395,96798,96725
291400,96501,96460
291407,96399,96383
291412,96313,95981
291417,96284,96142
291423,96123,95971
291428,95966,95797
291434,95877,95969
291439,95962,95863
291445,95898,95938
291451,95784,95683
291456,95821,95636
291462,95601,95657
291467,95752,95779
291473,95681,95468
291478,95706,95821
291484,95694,95650
291490,95739,95562
291495,95681,95609
291501,95655,95643
291507,95605,95802
291512,95732,95695
291518,95783,95681
291523,95757,95756
291529,95920,95722
291534,95887,95708
291540,95776,95803
291545,95836,95897
291551,95882,95848
291557,96133,95858
291562,96019,96001
291568,96009,95978
291573,95990,96033
291579,96105,96086
291584,96057,96075
291590,96178,96203
291596,96277,95996
291601,96238,96130
291607,96192,96154
291612,96268,96145
291618,96107,96344
291624,96163,96223
291629,96111,96251
291635,96116,96179
291640,96150,96153
291646,96089,96139
291651,96166,95942
291657,96077,95967
291663,96028,96129
291668,96005,96175
291674,96165,96087
291679,96143,96068
291685,96108,96075
291690,96027,95955
291696,96048,96231
291707,96083,96250
291707,96131,96164
291713,96212,96199
291718,96533,96372
291724,96402,96325
291729,96589,96271
291735,96459,96379
291741,96609,96583
291746,96663,96596
291752,96692,96817
291758,96867,96786
291763,96955,96792
291769,96884,96968
291774,97052,97015
291780,97040,97153
291785,97078,97251
291791,97255,97139
291797,97438,97384
291806,97577,97416
291808,97477,97503
291813,97713,97662
291819,97671,97902
291824,97799,97881
291830,97808,98070
291836,98024,97969
291841,97991,97944
291847,98068,98240
291852,98220,98168
291858,98400,98472
291863,98429,98438
291869,98525,98546
291875,98666,98551
291880,98616,98640
291886,98848,98855
291891,98944,98888
291897,98906,98854
291906,98962,99116
291908,99189,99059
291914,99163,99060
291919,99082,99271
291925,99133,99237
291930,99222,99285
291936,99431,99236
291942,99486,99424
291947,99468,99478
291953,99494,99425
291958,99364,99471
291964,99591,99397
291969,99622,99764
291975,99621,99781
291981,99781,99710
291986,99883,99742
291992,99883,99740
291997,99953,99924
292006,99996,99967
292008,100209,100111
292014,100163,100082
292020,100293,100150
292025,100384,100296
292031,100423,100404
292036,100545,100339
292042,100534,100592
292048,100718,100605
292053,100803,100481
292059,100952,100735
292064,100915,100816
292070,100906,100893
292075,101085,101014
292081,101098,100997
292087,101200,101136
292092,101315,101167
292098,101113,100987
292107,101059,100977
292109,100960,101068
292114,100815,100978
292120,100685,100786
292126,100480,100514
292131,100266,100152
292137,100025,99959
292142,99731,99551
292148,99461,99275
292153,99038,99224
292159,98760,98838
292165,98511,98230
292170,98249,98179
292176,97795,97688
292181,97646,97556
292187,97282,97204
292192,96803,97063
292198,96937,96667
292206,96533,96448
292209,96198,96244
292215,96158,95988
292220,96047,95821
292226,95776,95724
292232,95692,95694
292237,95514,95482
292243,95557,95486
292248,95487,95558
292254,95296,95383
292259,95256,95163
292265,95078,95288
292271,95263,95185
292276,95136,95068
292282,95251,95009
292287,95123,95000
292293,95067,95072
292299,94943,94996
292307,94875,94826
292310,94782,94945
292315,94939,94778
292321,94839,94721
292326,94775,94923
292332,94767,94756
292338,94635,94845
292343,94863,94847
292349,94917,94935
292354,94879,94857
292360,94908,94856
292366,94887,94860
292371,95017,94901
292377,94948,94919
292382,94976,94838
292388,95111,95064
292393,95117,94955
292399,95151,95018
292407,95078,95125
292410,95161,94974
292416,95164,95126
292421,95066,95362
292427,95183,95126
292433,95145,95170
292438,95374,95015
292444,95263,95062
292449,95140,95150
292455,95158,95156
292460,95136,95216
292466,95239,95241
292472,95234,95238
292477,95176,95072
292483,95276,95097
292488,95183,95269
292494,95130,95173
292499,95075,95173
292507,95138,95194
292511,95164,95221
292516,95316,95135
292522,95145,95130
292527,95218,95228
292533,95277,95225
292538,95344,95449
292544,95261,95383
292550,95416,95421
292555,95348,95444
292561,95537,95468
292566,95767,95609
292572,95871,95688
292577,95741,95660
292583,95799,95934
292589,95911,95916
292594,96140,96019
292600,96137,96089
292607,96251,96183
292611,96364,96354
292617,96441,96346
292622,96524,96416
292628,96478,96563
292633,96673,96813
292639,96820,96796
292644,96860,96688
292650,96893,96719
292656,96985,96948
292661,96971,96868
292667,97037,97089
292672,97143,97165
292678,97292,97266
292684,97400,97210
292689,97262,97243
292695,97480,97383
292700,97503,97456
292707,97611,97648
292711,97661,97612
292717,97772,97766
292723,97903,97747
292728,98055,97838
292734,98024,98034
292739,97971,98105
292745,98006,98125
292750,98244,98261
292756,98335,98256
292762,98409,98213
292767,98435,98215
292773,98473,98502
292778,98587,98621
292784,98627,98698
292789,98534,98766
292795,98885,98706
292801,98915,98769
292807,98936,98992
292812,99053,98985
292817,99128,99047
292823,99089,99136
292828,99209,99273
292834,99366,99251
292840,99417,99467
292845,99531,99515
292851,99644,99544
292856,99729,99768
292862,99668,99859
292868,99765,99880
292873,100010,99959
292879,100053,100010
292884,100190,100094
292890,100424,100152
292896,100453,100391
292901,100438,100462
292907,100515,100449
292912,100591,100625
292918,100665,100695
292923,100768,100666
292929,100535,100487
292935,100600,100509
292940,100583,100518
292946,100468,100361
292951,100329,100512
292957,100258,100167
292963,100081,100073
292968,99789,99703
292974,99514,99431
292979,99152,98973
292985,98811,98937
292990,98363,98692
292996,98135,98098
293006,97875,97693
293007,97544,97375
293013,97218,97086
293018,96851,96729
293024,96536,96454
293029,96145,96377
293035,95958,95944
293041,95711,95605
293046,95472,95535
293052,95275,95278
293057,95022,95046
293063,95013,94874
293068,94663,94842
293074,94678,94611
293080,94586,94625
293085,94448,94497
293091,94564,94397
293096,94331,94367
293107,94223,94305
293107,94234,94159
293113,94048,94132
293119,94256,94193
293124,94042,94036
293130,93975,93881
293135,93907,93817
293141,93893,93656
293146,93729,93742
293152,93679,93664
293158,93504,93625
293163,93364,93463
293169,93542,93498
293174,93461,93297
293180,93501,93238
293186,93282,93273
293191,93228,93149
293197,93393,93243
293207,93220,93268
293208,93247,93128
293213,93255,93212
293219,93373,93229
293225,93308,93247
293230,93447,93177
293236,93256,93347
293241,93349,93381
293247,93410,93447
293253,93484,93466
293258,93413,93401
293264,93456,93472
293269,93429,93518
293275,93483,93524
293281,93506,93391
293286,93481,93539
293292,93576,93376
293297,93376,93451
293307,93489,93299
293308,93344,93418
293314,93437,93635
293320,93445,93326
293325,93463,93354
293331,93458,93325
293336,93408,93499
293342,93350,93346
293347,93391,93373
293353,93431,93310
293359,93469,93364
293364,93474,93457
293370,93485,93516
293375,93703,93451
293381,93701,93409
293386,93813,93587
293392,93503,93777
293398,93740,93655
293407,93892,93680
293409,93788,93695
293414,94044,93936
293420,94143,93920
293426,94059,93905
293431,94154,94160
293437,94313,94249
293442,94240,94435
293448,94255,94361
293453,94504,94414
293459,94712,94672
293465,94637,94620
293470,94771,94650
293476,94808,94702
293481,94912,94836
293487,94984,95023
293492,95143,95138
293498,95079,95111
293507,95286,95213
293509,95406,95402
293515,95326,95565
293520,95501,95504
293526,95556,95761
293532,95659,95743
293537,95799,95887
293543,96038,95964
293548,96066,95870
293554,95998,96046
293559,96087,96190
293565,96217,96257
293571,96229,96427
293576,96345,96550
293582,96485,96602
293587,96647,96630
293593,96636,96663
293598,96741,96665
293607,96845,96857
293610,96977,97009
293615,96933,97023
293621,97063,97054
293626,97211,97051
293632,97351,97198
293637,97420,97397
293643,97549,97401
293649,97488,97359
293654,97558,97525
293660,97648,97837
293665,97904,97704
293671,97858,97888
293677,97933,97882
293682,98181,97963
293688,98144,98087
293693,98263,98128
293699,98088,98328
293707,98363,98439
293710,98408,98491
293716,98553,98494
293721,98710,98487
293727,98642,98676
293732,98812,98786
293738,98861,99045
293743,99093,99176
293749,99025,99336
293755,99353,99200
293760,99352,99362
293766,99590,99477
293771,99562,99327
293777,99686,99759
293783,99757,99811
293788,99875,100044
293794,99913,99878
293799,100020,100026
293807,100126,100048
293810,100189,100100
293816,100105,100026
293822,100133,100247
293827,99879,100032
293833,99769,99710
293838,99694,99666
293844,99500,99548
293850,99264,99101
293855,98987,98851
293861,98493,98714
293866,98320,98297
293872,97967,97858
293877,97577,97456
293883,97221,97185
293889,97000,96742
293894,96452,96350
293900,95927,96104
293907,95731,95778
293911,95268,95446
293917,95360,95105
293922,94937,94949
293928,94599,94583
293933,94460,94422
293939,94304,94138
293944,94120,94079
293950,93939,94105
293956,93910,93805
293961,93824,93792
293967,93706,93654
293972,93659,93624
293978,93457,93480
293983,93340,93398
293989,93294,93322
293995,93271,93342
294000,93249,93209
294007,93025,93051
294011,93032,92940
294017,92940,93015
294022,92779,92905
294028,92705,92887
294034,92799,92630
294039,92667,92442
294045,92669,92260
294050,92588,92324
294056,92490,92343
294061,92349,92100
294067,92268,92241
294073,92131,92367
294078,92246,92320
294084,92303,92305
294089,92440,92111
294095,92325,92356
294101,92451,92197
294107,92409,92329
294112,92458,92428
294117,92372,92411
294123,92651,92496
294128,92686,92623
294134,92633,92654
294140,92675,92484
294145,92762,92736
294151,92685,92692
294156,92744,92784
294162,92679,92780
294167,92754,92844
294173,92856,92690
294179,92847,92816
294184,92855,92656
294190,92950,92760
294195,92799,92828
294201,92604,92845
294207,92792,92904
294212,92802,92759
294218,92891,92770
294223,92786,92701
294229,92942,92668
294234,92850,92723
294240,92875,92899
294246,92831,92915
294251,92943,93011
294257,93006,92828
294262,93159,93028
294268,93179,92937
294273,93081,93009
294279,93293,93207
294285,93325,93249
294290,93355,93432
294296,93410,93274
294306,93519,93476
294307,93648,93635
294313,93660,93643
294318,93756,93671
294324,93833,93678
294329,93815,94108
294335,94022,93949
294340,94156,94107
294346,94286,94209
294352,94473,94255
294357,94455,94393
294363,94432,94496
294368,94544,94600
294374,94688,94558
294380,94787,94749
294385,94839,94762
294391,95071,94774
294396,95042,94836
294407,95034,95116
294407,95192,95188
294413,95294,95271
294419,95337,95222
294424,95315,95355
294430,95691,95470
294435,95585,95487
294441,95615,95593
294446,95693,95789
294452,95764,95714
294458,95995,95842
294463,96016,95877
294469,96127,95927
294474,96216,96212
294480,96269,96345
294486,96374,96266
294491,96403,96437
294497,96546,96474
294507,96680,96677
294508,96744,96575
294513,96813,96679
294519,96797,96671
294525,96939,96896
294530,96998,96857
294536,96914,97104
294541,97199,97083
294547,97249,97130
294552,97285,97383
294558,97370,97372
294564,97474,97420
294569,97430,97544
294575,97696,97740
294580,97753,97696
294586,97888,97806
294591,97987,97673
294597,97826,98022
294607,98018,98085
294608,98064,98080
294614,98166,98167
294619,98258,98325
294625,98441,98246
294631,98542,98362
294636,98636,98419
294642,98555,98489
294647,98797,98689
294653,98631,98737
294658,98856,98710
294664,98831,98998
294670,99099,99205
294675,99275,98996
294681,99310,99288
294686,99338,99239
294692,99546,99590
294698,99534,99553
294707,99598,99739
294709,99850,99531
294714,99758,99709
294720,99896,99816
294725,99785,99719
294731,99760,99701
294737,99713,99642
294742,99630,99683
294748,99484,99474
294753,99380,99305
294759,99086,99041
294765,98768,98849
294770,98394,98629
294776,98103,98152
294781,97881,97688
294787,97429,97284
294792,96982,96860
294798,96594,96546
294807,96109,96074
294809,95704,95668
294815,95325,95286
294820,95024,94947
294826,94644,94606
294832,94473,94277
294837,94173,93978
294842,93988,93649
294848,93728,93537
